1	Dług zagraniczny	11300000	0
2	Budżet Warszawy	13400000	0
3	Dotacja do FUS	37100000	0
4	Centrum Nauki Kopernik	365000	0
5	Strata PKP	598200	0
6	Mazowieckie szpitale	4600000	0
